muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,EJ,EJ_pop,Ej Crit De,recoded_ej_criteria,CITY
Salem,69.13552274,204200,204200,4,142,16.7,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204200,204200,5,272,54.4,Yes,EJ Population,Income,Income,Salem
Salem,69.13552274,204300,204300,1,231,19.9,Yes,EJ Population,Income,Income,Marblehead
Salem,69.13552274,204300,204300,1,231,19.9,Yes,EJ Population,Income,Income,Salem
Salem,69.13552274,204300,204300,2,112,5.4,Yes,EJ Population,Minority and income,Minority and income,Salem
Salem,69.13552274,204300,204300,3,98,5.1,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Salem
,,204400,204400,1,240,21.9,No,Not an EJ Population,,N/A,Salem
,,204400,204400,2,183,33.1,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204400,204400,3,203,38.5,Yes,EJ Population,English isolation,English isolation,Salem
,,204400,204400,4,351,81.1,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204500,204500,1,406,60.2,Yes,EJ Population,Minority,Minority,Beverly
Salem,69.13552274,204500,204500,1,406,60.2,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204500,204500,2,152,30.8,Yes,EJ Population,Income,Income,Salem
,,204500,204500,3,206,43.2,No,Not an EJ Population,,N/A,Salem
,,204600,204600,1,363,69.6,No,Not an EJ Population,,N/A,Beverly
,,204600,204600,1,363,69.6,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,1,363,69.6,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204600,204600,2,378,63.0,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204600,204600,2,378,63.0,Yes,EJ Population,Minority,Minority,Salem
,,204600,204600,3,252,68.2,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,3,252,68.2,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204600,204600,4,261,38.3,Yes,EJ Population,Minority,Minority,Salem
,,204600,204600,5,223,57.9,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,5,223,57.9,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204701,204701,1,283,96.8,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204701,204701,1,283,96.8,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204701,204701,2,210,96.7,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204701,204701,3,283,76.3,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Salem
,,204701,204701,4,242,61.5,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204702,204702,1,175,30.5,Yes,EJ Population,Minority and income,Minority and income,Salem
Salem,69.13552274,204702,204702,2,273,79.0,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204702,204702,2,273,79.0,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204702,204702,3,302,68.8,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204702,204702,4,853,95.1,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204702,204702,4,853,95.1,Yes,EJ Population,Minority,Minority,Salem
Lynn,38.80490238,205100,205100,1,391,90.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,1,391,90.3,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,205100,205100,2,296,73.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,3,284,79.4,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205100,205100,4,576,99.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,4,576,99.3,Yes,EJ Population,Minority,Minority,Salem
Lynn,38.80490238,205100,205100,5,213,88.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,1,175,81.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,2,225,80.1,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,3,338,54.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,4,329,69.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,5,302,85.1,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205300,205300,1,568,95.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,1,568,95.7,Yes,EJ Population,Minority,Minority,Lynnfield
Lynn,38.80490238,205300,205300,2,301,84.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,2,301,84.7,Yes,EJ Population,Minority,Minority,Lynnfield
,,205300,205300,3,377,96.2,No,Not an EJ Population,,N/A,Lynn
,,205300,205300,3,377,96.2,No,Not an EJ Population,,N/A,Peabody
Lynn,38.80490238,205300,205300,4,351,90.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,4,351,90.3,Yes,EJ Population,Minority,Minority,Peabody
,,205400,205400,1,567,99.6,No,Not an EJ Population,,N/A,Lynn
,,205400,205400,1,567,99.6,No,Not an EJ Population,,N/A,Lynnfield
,,205400,205400,1,567,99.6,No,Not an EJ Population,,N/A,Peabody
,,205400,205400,2,638,99.7,No,Not an EJ Population,,N/A,Lynn
,,205400,205400,2,638,99.7,No,Not an EJ Population,,N/A,Peabody
Lynn,38.80490238,205400,205400,3,537,97.9,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205400,205400,3,537,97.9,Yes,EJ Population,Minority,Minority,Peabody
Lynn,38.80490238,205500,205500,1,477,64.5,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205500,205500,2,346,40.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,1,122,80.3,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,205600,205600,2,90,59.8,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,2,90,59.8,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205600,205600,3,304,92.6,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,3,304,92.6,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205600,205600,4,221,90.8,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,1,278,88.1,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,2,310,87.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,3,251,66.4,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,205700,205700,4,228,74.2,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,5,253,67.1,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205800,205800,1,208,54.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205800,205800,1,208,54.4,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205800,205800,2,175,43.8,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,205800,205800,3,258,63.8,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205900,205900,1,343,55.5,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205900,205900,2,272,53.5,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205900,205900,2,272,53.5,Yes,EJ Population,Minority,Minority,Lynnfield
Lynn,38.80490238,205900,205900,3,319,57.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206000,206000,1,189,39.2,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206000,206000,2,189,37.8,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206000,206000,2,189,37.8,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206100,206100,1,185,19.3,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206100,206100,2,205,20.6,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206100,206100,2,205,20.6,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206200,206200,1,171,39.5,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206200,206200,2,244,26.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206200,206200,2,244,26.7,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206200,206200,3,254,34.0,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206200,206200,3,254,34.0,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206300,206300,1,194,52.5,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,2,213,63.0,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,3,202,62.1,Yes,EJ Population,Minority,Minority,Beverly
Lynn,38.80490238,206300,206300,3,202,62.1,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,4,169,62.9,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,1,196,50.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206400,206400,2,555,78.4,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,2,555,78.4,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206400,206400,3,261,64.3,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,4,272,63.1,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206500,206500,1,219,57.4,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206500,206500,1,219,57.4,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206500,206500,2,253,48.5,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206500,206500,3,181,44.2,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206500,206500,3,181,44.2,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206600,206600,1,154,57.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206600,206600,1,154,57.7,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206600,206600,2,188,42.7,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206600,206600,2,188,42.7,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206600,206600,3,213,41.0,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206600,206600,4,348,47.8,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,1,182,30.6,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,2,72,41.2,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,3,122,39.7,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,4,166,36.2,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206800,206800,1,281,53.4,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Beverly
Lynn,38.80490238,206800,206800,1,281,53.4,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206800,206800,1,281,53.4,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206800,206800,2,154,12.7,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,1,53,50.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,2,121,42.0,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206900,206900,2,121,42.0,Yes,EJ Population,Minority and income,Minority and income,Lynnfield
Lynn,38.80490238,206900,206900,3,92,50.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,4,66,32.2,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206900,206900,4,66,32.2,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynnfield
Lynn,38.80490238,207000,207000,1,117,28.9,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207000,207000,2,82,32.4,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207100,207100,1,179,29.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207100,207100,2,172,42.6,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,207100,207100,3,142,43.2,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,207200,207200,1,340,64.3,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,207200,207200,2,79,27.9,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
,,208101,208101,1,325,91.2,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208101,208101,2,558,78.7,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208101,208101,3,345,89.6,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208101,208101,4,462,75.2,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,1,278,84.6,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,2,306,85.1,Yes,EJ Population,Minority,Minority,Revere
Saugus,0,208102,208102,2,306,85.1,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,3,272,86.5,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,4,277,61.6,Yes,EJ Population,Minority,Minority,Saugus
,,208200,208200,1,445,88.5,No,Not an EJ Population,,N/A,Saugus
,,208200,208200,2,320,90.3,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208200,208200,3,524,91.4,Yes,EJ Population,Income,Income,Saugus
,,208200,208200,4,430,94.8,No,Not an EJ Population,,N/A,Malden
,,208200,208200,4,430,94.8,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208301,208301,1,512,91.8,Yes,EJ Population,Income,Income,Saugus
,,208301,208301,2,288,98.9,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208302,208302,1,452,99.2,Yes,EJ Population,English isolation,English isolation,Saugus
,,208302,208302,2,827,96.6,No,Not an EJ Population,,N/A,Lynn
,,208302,208302,2,827,96.6,No,Not an EJ Population,,N/A,Saugus
,,208302,208302,3,416,95.6,No,Not an EJ Population,,N/A,Lynn
,,208302,208302,3,416,95.6,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208401,208401,1,308,98.2,Yes,EJ Population,Minority,Minority,Saugus
,,208401,208401,2,487,95.6,No,Not an EJ Population,,N/A,Lynnfield
,,208401,208401,2,487,95.6,No,Not an EJ Population,,N/A,Saugus
,,208402,208402,1,542,95.9,No,Not an EJ Population,,N/A,Melrose
,,208402,208402,1,542,95.9,No,Not an EJ Population,,N/A,Saugus
,,208402,208402,1,542,95.9,No,Not an EJ Population,,N/A,Wakefield
Saugus,0,208402,208402,2,389,89.1,Yes,EJ Population,Minority,Minority,Melrose
Saugus,0,208402,208402,2,389,89.1,Yes,EJ Population,Minority,Minority,Saugus
,,209100,209100,1,496,99.4,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,1,496,99.4,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,2,254,94.3,No,Not an EJ Population,,N/A,Lynn
,,209100,209100,2,254,94.3,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,2,254,94.3,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,3,551,99.1,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,3,551,99.1,No,Not an EJ Population,,N/A,Saugus
,,209100,209100,4,431,98.8,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,4,431,98.8,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,5,483,97.9,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,5,483,97.9,No,Not an EJ Population,,N/A,Saugus
,,209200,209200,1,405,99.5,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,2,398,98.1,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,2,398,98.1,No,Not an EJ Population,,N/A,Peabody
,,209200,209200,2,398,98.1,No,Not an EJ Population,,N/A,Wakefield
,,209200,209200,3,468,99.1,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,4,565,98.9,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,1,726,98.6,No,Not an EJ Population,,N/A,Danvers
,,210100,210100,1,726,98.6,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,1,726,98.6,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,2,512,100.0,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,2,512,100.0,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,3,518,100.0,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,4,471,100.0,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,4,471,100.0,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,1,387,95.9,No,Not an EJ Population,,N/A,Danvers
,,210200,210200,1,387,95.9,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,1,387,95.9,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,2,511,99.4,No,Not an EJ Population,,N/A,Danvers
,,210200,210200,2,511,99.4,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,2,511,99.4,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,3,763,99.9,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,3,763,99.9,No,Not an EJ Population,,N/A,Peabody
,,210301,210301,1,83,83.0,No,Not an EJ Population,,N/A,Danvers
,,210301,210301,1,83,83.0,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210301,210301,2,409,99.5,Yes,EJ Population,Income,Income,Danvers
Peabody,89.0655599,210301,210301,2,409,99.5,Yes,EJ Population,Income,Income,Peabody
Peabody,89.0655599,210302,210302,1,101,83.3,Yes,EJ Population,Minority,Minority,Danvers
Peabody,89.0655599,210302,210302,1,101,83.3,Yes,EJ Population,Minority,Minority,Peabody
,,210302,210302,2,581,99.5,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210302,210302,4,190,95.2,Yes,EJ Population,Minority,Minority,Danvers
Peabody,89.0655599,210302,210302,4,190,95.2,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210401,210401,1,257,92.3,Yes,EJ Population,Minority and income,Minority and income,Danvers
Peabody,89.0655599,210401,210401,1,257,92.3,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210401,210401,2,287,86.7,Yes,EJ Population,Minority,Minority,Peabody
,,210402,210402,1,733,79.0,No,Not an EJ Population,,N/A,Peabody
,,210402,210402,2,503,99.1,No,Not an EJ Population,,N/A,Lynn
,,210402,210402,2,503,99.1,No,Not an EJ Population,,N/A,Peabody
,,210500,210500,1,398,83.4,No,Not an EJ Population,,N/A,Lynn
,,210500,210500,1,398,83.4,No,Not an EJ Population,,N/A,Peabody
,,210500,210500,2,885,95.6,No,Not an EJ Population,,N/A,Peabody
,,210500,210500,3,603,98.6,No,Not an EJ Population,,N/A,Lynn
,,210500,210500,3,603,98.6,No,Not an EJ Population,,N/A,Peabody
,,210500,210500,4,391,99.5,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210600,210600,1,414,69.0,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210600,210600,1,414,69.0,Yes,EJ Population,Minority,Minority,Salem
,,210600,210600,2,815,95.2,No,Not an EJ Population,,N/A,Lynn
,,210600,210600,2,815,95.2,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210700,210700,1,228,45.6,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210700,210700,1,228,45.6,Yes,EJ Population,Minority,Minority,Salem
Peabody,89.0655599,210700,210700,2,174,33.9,Yes,EJ Population,Minority and income,Minority and income,Lynnfield
Peabody,89.0655599,210700,210700,2,174,33.9,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210700,210700,2,174,33.9,Yes,EJ Population,Minority and income,Minority and income,Salem
Peabody,89.0655599,210700,210700,3,275,55.9,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210700,210700,3,275,55.9,Yes,EJ Population,Minority and income,Minority and income,Salem
Peabody,89.0655599,210700,210700,4,226,72.9,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210700,210700,4,226,72.9,Yes,EJ Population,Minority,Minority,Salem
Peabody,89.0655599,210800,210800,1,291,37.0,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210800,210800,2,179,25.0,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210800,210800,3,169,35.3,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Danvers
Peabody,89.0655599,210800,210800,3,169,35.3,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Peabody
Peabody,89.0655599,210800,210800,4,92,33.9,Yes,EJ Population,Minority and income,Minority and income,Lynnfield
Peabody,89.0655599,210800,210800,4,92,33.9,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210900,210900,1,351,71.7,Yes,EJ Population,Minority,Minority,Danvers
Peabody,89.0655599,210900,210900,1,351,71.7,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210900,210900,1,351,71.7,Yes,EJ Population,Minority,Minority,Salem
,,210900,210900,2,328,89.0,No,Not an EJ Population,,N/A,Peabody
,,210900,210900,3,502,78.4,No,Not an EJ Population,,N/A,Peabody
Danvers,0,211100,211100,1,224,80.3,Yes,EJ Population,Income,Income,Beverly
Danvers,0,211100,211100,1,224,80.3,Yes,EJ Population,Income,Income,Danvers
Danvers,0,211100,211100,2,222,70.1,Yes,EJ Population,Income,Income,Danvers
Danvers,0,211100,211100,2,222,70.1,Yes,EJ Population,Income,Income,Peabody
,,211100,211100,3,793,91.2,No,Not an EJ Population,,N/A,Beverly
,,211100,211100,3,793,91.2,No,Not an EJ Population,,N/A,Danvers
,,211201,211201,1,275,72.8,No,Not an EJ Population,,N/A,Danvers
,,211201,211201,2,449,79.0,No,Not an EJ Population,,N/A,Danvers
,,211202,211202,1,419,73.9,No,Not an EJ Population,,N/A,Danvers
,,211202,211202,2,594,63.9,No,Not an EJ Population,,N/A,Danvers
,,211300,211300,1,712,99.4,No,Not an EJ Population,,N/A,Beverly
,,211300,211300,1,712,99.4,No,Not an EJ Population,,N/A,Danvers
,,211300,211300,2,495,92.2,No,Not an EJ Population,,N/A,Danvers
,,211300,211300,3,679,97.9,No,Not an EJ Population,,N/A,Danvers
,,211300,211300,4,400,98.6,No,Not an EJ Population,,N/A,Danvers
,,211401,211401,1,147,98.4,No,Not an EJ Population,,N/A,Danvers
,,211401,211401,2,464,97.2,No,Not an EJ Population,,N/A,Danvers
,,211401,211401,2,464,97.2,No,Not an EJ Population,,N/A,Peabody
Danvers,0,211401,211401,3,134,91.7,Yes,EJ Population,Minority and income,Minority and income,Danvers
Danvers,0,211401,211401,3,134,91.7,Yes,EJ Population,Minority and income,Minority and income,Middleton
,,211402,211402,1,432,98.1,No,Not an EJ Population,,N/A,Danvers
,,211402,211402,1,432,98.1,No,Not an EJ Population,,N/A,Topsfield
,,211402,211402,2,404,82.4,No,Not an EJ Population,,N/A,Danvers
,,211402,211402,2,404,82.4,No,Not an EJ Population,,N/A,Peabody
,,211402,211402,3,619,88.1,No,Not an EJ Population,,N/A,Danvers
,,211402,211402,4,376,96.3,No,Not an EJ Population,,N/A,Danvers
,,212101,212101,1,412,96.3,No,Not an EJ Population,,N/A,Middleton
,,212101,212101,2,155,93.8,No,Not an EJ Population,,N/A,Danvers
,,212101,212101,2,155,93.8,No,Not an EJ Population,,N/A,Middleton
,,212101,212101,3,444,95.4,No,Not an EJ Population,,N/A,Middleton
,,212102,212102,1,735,94.9,No,Not an EJ Population,,N/A,Middleton
,,212102,212102,2,635,98.2,No,Not an EJ Population,,N/A,Middleton
,,213100,213100,1,7,75.0,No,Not an EJ Population,,N/A,Topsfield
,,213100,213100,2,21,100.0,No,Not an EJ Population,,N/A,Topsfield
,,214100,214100,1,629,97.4,No,Not an EJ Population,,N/A,Danvers
,,214100,214100,1,629,97.4,No,Not an EJ Population,,N/A,Ipswich
,,214100,214100,1,629,97.4,No,Not an EJ Population,,N/A,Topsfield
,,214100,214100,2,587,95.6,No,Not an EJ Population,,N/A,Topsfield
,,214100,214100,3,746,98.2,No,Not an EJ Population,,N/A,Ipswich
,,214100,214100,3,746,98.2,No,Not an EJ Population,,N/A,Topsfield
,,214100,214100,4,294,96.2,No,Not an EJ Population,,N/A,Topsfield
,,215101,215101,1,7,75.0,No,Not an EJ Population,,N/A,Essex
,,215101,215101,3,50,97.9,No,Not an EJ Population,,N/A,Wenham
,,215102,215102,1,2,100.0,No,Not an EJ Population,,N/A,Wenham
,,215102,215102,2,7,100.0,No,Not an EJ Population,,N/A,Topsfield
,,215102,215102,2,7,100.0,No,Not an EJ Population,,N/A,Wenham
Hamilton,0,215102,215102,4,16,42.9,Yes,EJ Population,Income,Income,Topsfield
Hamilton,0,215102,215102,4,16,42.9,Yes,EJ Population,Income,Income,Wenham
,,216100,216100,1,328,92.8,No,Not an EJ Population,,N/A,Wenham
,,216100,216100,2,625,94.4,No,Not an EJ Population,,N/A,Wenham
,,216100,216100,3,307,96.0,No,Not an EJ Population,,N/A,Beverly
,,216100,216100,3,307,96.0,No,Not an EJ Population,,N/A,Wenham
,,217101,217101,1,791,98.7,No,Not an EJ Population,,N/A,Beverly
,,217101,217101,1,791,98.7,No,Not an EJ Population,,N/A,Wenham
Beverly,28.56798483,217101,217101,2,363,97.2,Yes,EJ Population,Income,Income,Beverly
Beverly,28.56798483,217102,217102,1,240,92.6,Yes,EJ Population,Income,Income,Beverly
Beverly,28.56798483,217102,217102,1,240,92.6,Yes,EJ Population,Income,Income,Danvers
,,217102,217102,2,443,93.2,No,Not an EJ Population,,N/A,Beverly
,,217201,217201,1,382,98.1,No,Not an EJ Population,,N/A,Beverly
,,217201,217201,2,788,95.1,No,Not an EJ Population,,N/A,Beverly
,,217201,217201,2,788,95.1,No,Not an EJ Population,,N/A,Danvers
,,217201,217201,2,788,95.1,No,Not an EJ Population,,N/A,Salem
,,217202,217202,1,330,89.6,No,Not an EJ Population,,N/A,Beverly
,,217202,217202,1,330,89.6,No,Not an EJ Population,,N/A,Danvers
,,217202,217202,1,330,89.6,No,Not an EJ Population,,N/A,Salem
,,217202,217202,2,314,86.9,No,Not an EJ Population,,N/A,Beverly
,,217202,217202,2,314,86.9,No,Not an EJ Population,,N/A,Salem
,,217202,217202,3,246,83.0,No,Not an EJ Population,,N/A,Beverly
,,217202,217202,3,246,83.0,No,Not an EJ Population,,N/A,Danvers
,,217202,217202,3,246,83.0,No,Not an EJ Population,,N/A,Salem
,,217202,217202,4,442,96.7,No,Not an EJ Population,,N/A,Beverly
