muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,EJ,EJ_pop,Ej Crit De,recoded_ej_criteria,CITY
Revere,2.813797854,170702,170702,3,203,24.59016393,Yes,EJ Population,Minority and income,Minority and income,Revere
Revere,2.813797854,170702,170702,4,127,19.64285714,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Revere
Revere,2.813797854,170702,170702,5,165,18.18181818,Yes,EJ Population,Minority,Minority,Revere
Revere,2.813797854,170800,170800,1,347,47.83950617,Yes,EJ Population,Minority,Minority,Revere
Revere,2.813797854,170800,170800,2,266,40.234375,Yes,EJ Population,Minority and income,Minority and income,Revere
Revere,2.813797854,170800,170800,3,216,42.42424242,Yes,EJ Population,Minority and income,Minority and income,Revere
Revere,2.813797854,170800,170800,4,207,42.05128205,Yes,EJ Population,Minority,Minority,Revere
,,180101,180101,1,286,42.4,No,Not an EJ Population,,N/A,Winthrop
,,180101,180101,2,215,64.76683938,No,Not an EJ Population,,N/A,Winthrop
Winthrop,0,180101,180101,3,150,66.66666667,Yes,EJ Population,Income,Income,Winthrop
Winthrop,0,180101,180101,4,155,38.70967742,Yes,EJ Population,Minority,Minority,Winthrop
Winthrop,0,180200,180200,1,349,60.88328076,Yes,EJ Population,Minority,Minority,Winthrop
Winthrop,0,180200,180200,2,199,61.84971098,Yes,EJ Population,Income,Income,Winthrop
Winthrop,0,180200,180200,3,165,54.28571429,Yes,EJ Population,Income,Income,Winthrop
,,180200,180200,4,347,58.82352941,No,Not an EJ Population,,N/A,Winthrop
,,180301,180301,1,195,53.33333333,No,Not an EJ Population,,N/A,Winthrop
,,180301,180301,2,267,72.17741936,No,Not an EJ Population,,N/A,Winthrop
,,180301,180301,3,248,81.32780083,No,Not an EJ Population,,N/A,Winthrop
,,180301,180301,4,219,60.18957346,No,Not an EJ Population,,N/A,Winthrop
,,180400,180400,1,250,58.20895522,No,Not an EJ Population,,N/A,Boston
,,180400,180400,1,250,58.20895522,No,Not an EJ Population,,N/A,Winthrop
,,180400,180400,2,238,64.38356164,No,Not an EJ Population,,N/A,Winthrop
Winthrop,0,180500,180500,1,235,35.64356436,Yes,EJ Population,Minority,Minority,Winthrop
,,180500,180500,2,175,59.74842767,No,Not an EJ Population,,N/A,Winthrop
Winthrop,0,180500,180500,3,206,32.46753247,Yes,EJ Population,Minority,Minority,Winthrop
,,180500,180500,4,383,79.55801105,No,Not an EJ Population,,N/A,Boston
,,180500,180500,4,383,79.55801105,No,Not an EJ Population,,N/A,Winthrop
,,201100,201100,1,339,90.56603774,No,Not an EJ Population,,N/A,Nahant
,,201100,201100,2,453,90,No,Not an EJ Population,,N/A,Nahant
,,201100,201100,3,505,92.48434238,No,Not an EJ Population,,N/A,Nahant
,,202101,202101,1,229,95.73459716,No,Not an EJ Population,,N/A,Salem
,,202101,202101,1,229,95.73459716,No,Not an EJ Population,,N/A,Swampscott
,,202101,202101,2,183,83.14606742,No,Not an EJ Population,,N/A,Swampscott
,,202101,202101,3,162,61.53846154,No,Not an EJ Population,,N/A,Swampscott
,,202103,202103,1,479,87.30853392,No,Not an EJ Population,,N/A,Lynn
,,202103,202103,1,479,87.30853392,No,Not an EJ Population,,N/A,Swampscott
,,202104,202104,1,289,83.27272727,No,Not an EJ Population,,N/A,Lynn
,,202104,202104,1,289,83.27272727,No,Not an EJ Population,,N/A,Swampscott
,,202104,202104,2,206,53.19148936,No,Not an EJ Population,,N/A,Lynn
,,202104,202104,2,206,53.19148936,No,Not an EJ Population,,N/A,Salem
,,202104,202104,2,206,53.19148936,No,Not an EJ Population,,N/A,Swampscott
,,202104,202104,3,188,70.87912088,No,Not an EJ Population,,N/A,Swampscott
Swampscott,77.84996661,202104,202104,4,8,50,Yes,EJ Population,Income and English isolation,Income and English isolation,Salem
Swampscott,77.84996661,202104,202104,4,8,50,Yes,EJ Population,Income and English isolation,Income and English isolation,Swampscott
Swampscott,77.84996661,202104,202104,5,152,82.01438849,Yes,EJ Population,English isolation,English isolation,Swampscott
,,202200,202200,1,260,98.44357977,No,Not an EJ Population,,N/A,Swampscott
,,202200,202200,2,193,70.52631579,No,Not an EJ Population,,N/A,Marblehead
,,202200,202200,2,193,70.52631579,No,Not an EJ Population,,N/A,Swampscott
,,202200,202200,3,306,98.02631579,No,Not an EJ Population,,N/A,Swampscott
,,202200,202200,4,217,91.12149533,No,Not an EJ Population,,N/A,Swampscott
,,202200,202200,5,234,95.2173913,No,Not an EJ Population,,N/A,Marblehead
,,202200,202200,5,234,95.2173913,No,Not an EJ Population,,N/A,Swampscott
,,202200,202200,6,197,94.56521739,No,Not an EJ Population,,N/A,Swampscott
,,203100,203100,1,391,97.61904762,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,2,321,99.65277778,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,3,226,94.93087558,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,4,436,96.94835681,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,4,436,96.94835681,No,Not an EJ Population,,N/A,Swampscott
,,203100,203100,5,333,99.08536585,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,6,243,95.25862069,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,6,243,95.25862069,No,Not an EJ Population,,N/A,Swampscott
,,203100,203100,7,268,97.265625,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,7,268,97.265625,No,Not an EJ Population,,N/A,Salem
,,203100,203100,8,306,96.05263158,No,Not an EJ Population,,N/A,Marblehead
,,203100,203100,8,306,96.05263158,No,Not an EJ Population,,N/A,Salem
Marblehead,88.43609376,203200,203200,1,270,74.68879668,Yes,EJ Population,Income,Income,Marblehead
Marblehead,88.43609376,203200,203200,1,270,74.68879668,Yes,EJ Population,Income,Income,Swampscott
,,203200,203200,2,312,91.94630873,No,Not an EJ Population,,N/A,Marblehead
,,203200,203200,3,373,99.18032787,No,Not an EJ Population,,N/A,Marblehead
,,203200,203200,4,780,91.92886457,No,Not an EJ Population,,N/A,Marblehead
,,203301,203301,1,254,72.60273973,No,Not an EJ Population,,N/A,Marblehead
,,203301,203301,2,724,87.35795455,No,Not an EJ Population,,N/A,Marblehead
Marblehead,88.43609376,203301,203301,3,228,47.7124183,Yes,EJ Population,Income,Income,Marblehead
,,203301,203301,4,314,94.27609428,No,Not an EJ Population,,N/A,Marblehead
,,203302,203302,1,537,73.65269461,No,Not an EJ Population,,N/A,Marblehead
,,203302,203302,2,289,58.15899582,No,Not an EJ Population,,N/A,Marblehead
,,203302,203302,3,384,78.51002865,No,Not an EJ Population,,N/A,Marblehead
,,203302,203302,4,439,98.58490566,No,Not an EJ Population,,N/A,Marblehead
,,203302,203302,4,439,98.58490566,No,Not an EJ Population,,N/A,Salem
,,204101,204101,1,342,64.72392638,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204101,204101,2,200,58.01104972,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204101,204101,3,277,28.81355932,Yes,EJ Population,Minority,Minority,Salem
,,204101,204101,4,111,26.85185185,No,Not an EJ Population,,N/A,Salem
,,204102,204102,1,592,85.11796733,No,Not an EJ Population,,N/A,Marblehead
,,204102,204102,1,592,85.11796733,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204102,204102,2,328,92.24806202,Yes,EJ Population,Minority,Minority,Marblehead
Salem,69.13552274,204102,204102,2,328,92.24806202,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204200,204200,1,187,29.8245614,Yes,EJ Population,Minority and income,Minority and income,Salem
Salem,69.13552274,204200,204200,2,118,21.91780822,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204200,204200,3,202,23.75,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204200,204200,4,142,16.66666667,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204200,204200,5,272,54.43548387,Yes,EJ Population,Income,Income,Salem
Salem,69.13552274,204300,204300,1,231,19.86754967,Yes,EJ Population,Income,Income,Marblehead
Salem,69.13552274,204300,204300,1,231,19.86754967,Yes,EJ Population,Income,Income,Salem
Salem,69.13552274,204300,204300,2,112,5.434782609,Yes,EJ Population,Minority and income,Minority and income,Salem
Salem,69.13552274,204300,204300,3,98,5.128205128,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Salem
,,204400,204400,1,240,21.875,No,Not an EJ Population,,N/A,Salem
,,204400,204400,2,183,33.13953488,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204400,204400,3,203,38.46153846,Yes,EJ Population,English isolation,English isolation,Salem
,,204400,204400,4,351,81.14478115,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204500,204500,1,406,60.23738872,Yes,EJ Population,Minority,Minority,Beverly
Salem,69.13552274,204500,204500,1,406,60.23738872,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204500,204500,2,152,30.76923077,Yes,EJ Population,Income,Income,Salem
,,204500,204500,3,206,43.20987654,No,Not an EJ Population,,N/A,Salem
,,204600,204600,1,363,69.60227273,No,Not an EJ Population,,N/A,Beverly
,,204600,204600,1,363,69.60227273,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,1,363,69.60227273,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204600,204600,2,378,62.98342541,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204600,204600,2,378,62.98342541,Yes,EJ Population,Minority,Minority,Salem
,,204600,204600,3,252,68.16143498,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,3,252,68.16143498,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204600,204600,4,261,38.28828829,Yes,EJ Population,Minority,Minority,Salem
,,204600,204600,5,223,57.87037037,No,Not an EJ Population,,N/A,Peabody
,,204600,204600,5,223,57.87037037,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204701,204701,1,283,96.812749,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204701,204701,1,283,96.812749,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204701,204701,2,210,96.66666667,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204701,204701,3,283,76.25,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Salem
,,204701,204701,4,242,61.53846154,No,Not an EJ Population,,N/A,Salem
Salem,69.13552274,204702,204702,1,175,30.4964539,Yes,EJ Population,Minority and income,Minority and income,Salem
Salem,69.13552274,204702,204702,2,273,78.98832685,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204702,204702,2,273,78.98832685,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204702,204702,3,302,68.8172043,Yes,EJ Population,Minority,Minority,Salem
Salem,69.13552274,204702,204702,4,853,95.09433962,Yes,EJ Population,Minority,Minority,Peabody
Salem,69.13552274,204702,204702,4,853,95.09433962,Yes,EJ Population,Minority,Minority,Salem
Lynn,38.80490238,205100,205100,1,391,90.28871391,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,1,391,90.28871391,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,205100,205100,2,296,73.42657343,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,3,284,79.42238267,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205100,205100,4,576,99.3006993,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205100,205100,4,576,99.3006993,Yes,EJ Population,Minority,Minority,Salem
Lynn,38.80490238,205100,205100,5,213,88.67924528,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,1,175,81.43712575,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,2,225,80.09259259,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,3,338,54.375,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,4,329,69.71608833,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205200,205200,5,302,85.14492754,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205300,205300,1,568,95.67567568,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,1,568,95.67567568,Yes,EJ Population,Minority,Minority,Lynnfield
Lynn,38.80490238,205300,205300,2,301,84.72222222,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,2,301,84.72222222,Yes,EJ Population,Minority,Minority,Lynnfield
,,205300,205300,3,377,96.23655914,No,Not an EJ Population,,N/A,Lynn
,,205300,205300,3,377,96.23655914,No,Not an EJ Population,,N/A,Peabody
Lynn,38.80490238,205300,205300,4,351,90.29411765,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205300,205300,4,351,90.29411765,Yes,EJ Population,Minority,Minority,Peabody
,,205400,205400,1,567,99.64157706,No,Not an EJ Population,,N/A,Lynn
,,205400,205400,1,567,99.64157706,No,Not an EJ Population,,N/A,Lynnfield
,,205400,205400,1,567,99.64157706,No,Not an EJ Population,,N/A,Peabody
,,205400,205400,2,638,99.68203498,No,Not an EJ Population,,N/A,Lynn
,,205400,205400,2,638,99.68203498,No,Not an EJ Population,,N/A,Peabody
Lynn,38.80490238,205400,205400,3,537,97.90476191,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205400,205400,3,537,97.90476191,Yes,EJ Population,Minority,Minority,Peabody
Lynn,38.80490238,205500,205500,1,477,64.46808511,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205500,205500,2,346,40.44585987,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,1,122,80.34188034,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,205600,205600,2,90,59.75609756,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,2,90,59.75609756,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205600,205600,3,304,92.59259259,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205600,205600,3,304,92.59259259,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205600,205600,4,221,90.78341014,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,1,278,88.14814815,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,2,310,87.33766234,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,3,251,66.38655462,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,205700,205700,4,228,74.22222222,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205700,205700,5,253,67.08333333,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205800,205800,1,208,54.44444444,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205800,205800,1,208,54.44444444,Yes,EJ Population,Minority,Minority,Saugus
Lynn,38.80490238,205800,205800,2,175,43.79084967,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,205800,205800,3,258,63.76811594,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,205900,205900,1,343,55.48961424,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205900,205900,2,272,53.46153846,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,205900,205900,2,272,53.46153846,Yes,EJ Population,Minority,Minority,Lynnfield
Lynn,38.80490238,205900,205900,3,319,57.32899023,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206000,206000,1,189,39.15662651,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206000,206000,2,189,37.82051282,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206000,206000,2,189,37.82051282,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206100,206100,1,185,19.25925926,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206100,206100,2,205,20.63492064,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206100,206100,2,205,20.63492064,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206200,206200,1,171,39.52095808,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206200,206200,2,244,26.72413793,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206200,206200,2,244,26.72413793,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206200,206200,3,254,34.03361345,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206200,206200,3,254,34.03361345,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206300,206300,1,194,52.45901639,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,2,213,63.03317536,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,3,202,62.08791209,Yes,EJ Population,Minority,Minority,Beverly
Lynn,38.80490238,206300,206300,3,202,62.08791209,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206300,206300,4,169,62.89308176,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,1,196,50,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206400,206400,2,555,78.42401501,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,2,555,78.42401501,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206400,206400,3,261,64.28571429,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206400,206400,4,272,63.07692308,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206500,206500,1,219,57.35294118,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206500,206500,1,219,57.35294118,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206500,206500,2,253,48.53556485,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206500,206500,3,181,44.15584416,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206500,206500,3,181,44.15584416,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206600,206600,1,154,57.74647887,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206600,206600,1,154,57.74647887,Yes,EJ Population,Minority,Minority,Swampscott
Lynn,38.80490238,206600,206600,2,188,42.7027027,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206600,206600,2,188,42.7027027,Yes,EJ Population,Minority and income,Minority and income,Swampscott
Lynn,38.80490238,206600,206600,3,213,41,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206600,206600,4,348,47.76119403,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,1,182,30.58823529,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,2,72,41.17647059,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,3,122,39.65517241,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,206700,206700,4,166,36.23188406,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206800,206800,1,281,53.41880342,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Beverly
Lynn,38.80490238,206800,206800,1,281,53.41880342,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206800,206800,1,281,53.41880342,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Saugus
Lynn,38.80490238,206800,206800,2,154,12.72727273,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,1,53,50,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,2,121,41.96428571,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,206900,206900,2,121,41.96428571,Yes,EJ Population,Minority and income,Minority and income,Lynnfield
Lynn,38.80490238,206900,206900,3,92,50,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,206900,206900,4,66,32.20338983,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,206900,206900,4,66,32.20338983,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynnfield
Lynn,38.80490238,207000,207000,1,117,28.94736842,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207000,207000,2,82,32.3943662,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207100,207100,1,179,29.03225807,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
Lynn,38.80490238,207100,207100,2,172,42.58064516,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Lynn
Lynn,38.80490238,207100,207100,3,142,43.18181818,Yes,EJ Population,Minority,Minority,Lynn
Lynn,38.80490238,207200,207200,1,340,64.34782609,Yes,EJ Population,Minority and income,Minority and income,Lynn
Lynn,38.80490238,207200,207200,2,79,27.94117647,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Lynn
,,208101,208101,1,325,91.20521173,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208101,208101,2,558,78.7109375,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208101,208101,3,345,89.63414634,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208101,208101,4,462,75.16930023,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,1,278,84.64730291,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,2,306,85.13011152,Yes,EJ Population,Minority,Minority,Revere
Saugus,0,208102,208102,2,306,85.13011152,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,3,272,86.53846154,Yes,EJ Population,Minority,Minority,Saugus
Saugus,0,208102,208102,4,277,61.64383562,Yes,EJ Population,Minority,Minority,Saugus
,,208200,208200,1,445,88.45208845,No,Not an EJ Population,,N/A,Saugus
,,208200,208200,2,320,90.30100334,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208200,208200,3,524,91.41104295,Yes,EJ Population,Income,Income,Saugus
,,208200,208200,4,430,94.80874317,No,Not an EJ Population,,N/A,Malden
,,208200,208200,4,430,94.80874317,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208301,208301,1,512,91.79954442,Yes,EJ Population,Income,Income,Saugus
,,208301,208301,2,288,98.87218045,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208302,208302,1,452,99.2481203,Yes,EJ Population,English isolation,English isolation,Saugus
,,208302,208302,2,827,96.63341646,No,Not an EJ Population,,N/A,Lynn
,,208302,208302,2,827,96.63341646,No,Not an EJ Population,,N/A,Saugus
,,208302,208302,3,416,95.57291667,No,Not an EJ Population,,N/A,Lynn
,,208302,208302,3,416,95.57291667,No,Not an EJ Population,,N/A,Saugus
Saugus,0,208401,208401,1,308,98.1884058,Yes,EJ Population,Minority,Minority,Saugus
,,208401,208401,2,487,95.58139535,No,Not an EJ Population,,N/A,Lynnfield
,,208401,208401,2,487,95.58139535,No,Not an EJ Population,,N/A,Saugus
,,208402,208402,1,542,95.85253456,No,Not an EJ Population,,N/A,Melrose
,,208402,208402,1,542,95.85253456,No,Not an EJ Population,,N/A,Saugus
,,208402,208402,1,542,95.85253456,No,Not an EJ Population,,N/A,Wakefield
Saugus,0,208402,208402,2,389,89.09657321,Yes,EJ Population,Minority,Minority,Melrose
Saugus,0,208402,208402,2,389,89.09657321,Yes,EJ Population,Minority,Minority,Saugus
,,209100,209100,1,496,99.3814433,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,1,496,99.3814433,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,2,254,94.31279621,No,Not an EJ Population,,N/A,Lynn
,,209100,209100,2,254,94.31279621,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,2,254,94.31279621,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,3,551,99.07235622,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,3,551,99.07235622,No,Not an EJ Population,,N/A,Saugus
,,209100,209100,4,431,98.75311721,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,4,431,98.75311721,No,Not an EJ Population,,N/A,Peabody
,,209100,209100,5,483,97.94520548,No,Not an EJ Population,,N/A,Lynnfield
,,209100,209100,5,483,97.94520548,No,Not an EJ Population,,N/A,Saugus
,,209200,209200,1,405,99.49238579,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,2,398,98.13333333,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,2,398,98.13333333,No,Not an EJ Population,,N/A,Peabody
,,209200,209200,2,398,98.13333333,No,Not an EJ Population,,N/A,Wakefield
,,209200,209200,3,468,99.10714286,No,Not an EJ Population,,N/A,Lynnfield
,,209200,209200,4,565,98.8909427,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,1,726,98.63842663,No,Not an EJ Population,,N/A,Danvers
,,210100,210100,1,726,98.63842663,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,1,726,98.63842663,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,2,512,100,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,2,512,100,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,3,518,100,No,Not an EJ Population,,N/A,Peabody
,,210100,210100,4,471,100,No,Not an EJ Population,,N/A,Lynnfield
,,210100,210100,4,471,100,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,1,387,95.93023256,No,Not an EJ Population,,N/A,Danvers
,,210200,210200,1,387,95.93023256,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,1,387,95.93023256,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,2,511,99.35760171,No,Not an EJ Population,,N/A,Danvers
,,210200,210200,2,511,99.35760171,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,2,511,99.35760171,No,Not an EJ Population,,N/A,Peabody
,,210200,210200,3,763,99.86577181,No,Not an EJ Population,,N/A,Lynnfield
,,210200,210200,3,763,99.86577181,No,Not an EJ Population,,N/A,Peabody
,,210301,210301,1,83,82.9787234,No,Not an EJ Population,,N/A,Danvers
,,210301,210301,1,83,82.9787234,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210301,210301,2,409,99.48849105,Yes,EJ Population,Income,Income,Danvers
Peabody,89.0655599,210301,210301,2,409,99.48849105,Yes,EJ Population,Income,Income,Peabody
Peabody,89.0655599,210302,210302,1,101,83.33333333,Yes,EJ Population,Minority,Minority,Danvers
Peabody,89.0655599,210302,210302,1,101,83.33333333,Yes,EJ Population,Minority,Minority,Peabody
,,210302,210302,2,581,99.46996466,No,Not an EJ Population,,N/A,Peabody
Peabody,89.0655599,210302,210302,4,190,95.23809524,Yes,EJ Population,Minority,Minority,Danvers
Peabody,89.0655599,210302,210302,4,190,95.23809524,Yes,EJ Population,Minority,Minority,Peabody
Peabody,89.0655599,210401,210401,1,257,92.30769231,Yes,EJ Population,Minority and income,Minority and income,Danvers
Peabody,89.0655599,210401,210401,1,257,92.30769231,Yes,EJ Population,Minority and income,Minority and income,Peabody
Peabody,89.0655599,210401,210401,2,287,86.66666667,Yes,EJ Population,Minority,Minority,Peabody
